timestamp,subject_id,input_source,label,left_angle,right_angle,x11,y11,z11,x12,y12,z12,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26
2026-07-21 18:04:32.853,Set_A,SubD.mp4,0,0.5669854090805977,0.5095526746860771,-0.01037555113343,-0.9038099851000392,0.1302606984906281,-0.1406905146134417,-0.8007956073725816,-1.1653929692129874,0.0477390322591013,-0.0717483758796873,0.4112736093589274,-0.0477390322591013,0.0717483758796873,-0.4112736093589274,0.4237085953493785,0.0105291644334407,0.0098054601942797,0.4158765525854251,0.040599899384108,-0.8324772327314861
2026-07-21 18:04:32.908,Set_A,SubD.mp4,0,0.5440246655979514,0.4963258914484625,-0.0033711824848198,-0.8898265330450866,0.0418139662003918,-0.1519100604974356,-0.7498656226637346,-1.176405245069062,0.058266034251224,-0.0728726466526139,0.3771590612569368,-0.058266034251224,0.0728726466526139,-0.3771590612569368,0.3858229126038644,0.0113863126012869,-0.1624989473473021,0.3720585576891042,0.0516158184212314,-0.9127975120895512
2026-07-21 18:04:32.963,Set_A,SubD.mp4,0,0.5508195026762802,0.5096139771645564,0.0064402834667065,-0.8682346924767603,0.0185684133630395,-0.1048339380839317,-0.7342489304337546,-1.2111978306736544,0.0471891950673623,-0.0757748667344036,0.4053674251586016,-0.0471891950673623,0.0757748667344036,-0.4053674251586016,0.4100661127514265,0.0193150282666201,0.0560087172293238,0.406819771417325,0.0718993334558942,-0.7921206111797944
2026-07-21 18:04:33.018,Set_A,SubD.mp4,0,0.535813800813133,0.5021724155237768,0.0196251070793484,-0.8539421683265094,0.0140738508004553,-0.0912872028413156,-0.7553558333198472,-1.1994111386337734,0.0504583865889276,-0.0735410030005519,0.3857673986961272,-0.0504583865889276,0.0735410030005519,-0.3857673986961272,0.423192683465951,-0.0196125211912096,0.0063620826092318,0.3996627314177647,0.0435741009070405,-0.8357367299162152
2026-07-21 18:04:33.072,Set_A,SubD.mp4,0,0.5341522176710224,0.5022966024346084,0.0194153356462211,-0.8631455122603966,0.0586213463072266,-0.0804010834169694,-0.765466201440164,-1.2178903507087786,0.0458909546354493,-0.0731941338501121,0.4152628904985862,-0.0458909546354493,0.0731941338501121,-0.4152628904985862,0.4173077902385791,-0.0080049399890962,0.1379670341651391,0.4083875662745678,0.0281222627631814,-0.7571285518821117
2026-07-21 18:04:33.126,Set_A,SubD.mp4,0,0.5314883937154716,0.4891997786482231,0.0368303046485795,-0.8886726941598946,0.1084565227708482,-0.0935132921448716,-0.8140764598871376,-1.156040580171786,0.0498083617797789,-0.0596202516148341,0.407118588472344,-0.0498083617797789,0.0596202516148341,-0.407118588472344,0.4410363864438526,-0.0099692027444032,0.0062066801000403,0.4242689965834784,0.021499568485576,-0.8099331989009313
2026-07-21 18:04:33.218,Set_A,SubD.mp4,0,0.5286905084829322,0.4769817026354905,0.0440328028657491,-0.9376894143233756,0.170519899973463,-0.112218235281616,-0.8496176671147257,-1.0654412057023392,0.0463292917703947,-0.0681672197594856,0.3936722988461561,-0.0463292917703947,0.0681672197594856,-0.3936722988461561,0.4450147169371166,-0.0373776652714166,0.1042797738274752,0.4205839208270345,0.0041374496246829,-0.8123512499369758
2026-07-21 18:04:33.348,Set_A,SubD.mp4,0,0.5375484242429093,0.4965542802015985,0.0281273119680251,-0.8850181287071671,0.0320115613386274,-0.1143537706485209,-0.7470933091714045,-1.184737570487966,0.0576585945730724,-0.0791917124582376,0.39618742953012,-0.0576585945730724,0.0791917124582376,-0.39618742953012,0.4170609896426338,0.0056551277135444,0.0393019262920075,0.3936825439520133,0.0623770710044062,-0.733808003057019
2026-07-21 18:04:33.403,Set_A,SubD.mp4,0,0.4853105845267122,0.4751682287163355,0.0350818335562634,-0.9251331144746217,0.2040107759732209,-0.0592544750085652,-0.8256517517956684,-1.1705344618930955,0.0430025919228892,-0.0744941019870157,0.4596367506761389,-0.0430025919228892,0.0744941019870157,-0.4596367506761389,0.4056097899199035,-0.0740638668726491,0.3898890618860561,0.4241039774182443,-0.0491037346825945,-0.62285762704201
2026-07-21 18:04:33.512,Set_A,SubD.mp4,0,0.4800973478764686,0.4621563236750038,0.0488106001092486,-0.8711214431216712,0.1258788455406952,-0.0567025067169905,-0.8014451130775821,-1.222445684768412,0.0406670554377618,-0.0626977694062582,0.4458855627125741,-0.0406670554377618,0.0626977694062582,-0.4458855627125741,0.3995195715653809,-0.0596569379883218,0.2523592072005207,0.4070482950623384,-0.0286678333267453,-0.6234497747284319
